Q5SW79	Q5T5Y3	1
Q14999	Q14789	1
Q69YN4	Q96RL7	1
O95714	Q5SW79	1
Q7Z7G8	Q15058	0
Q8IZT6	Q14676	0
Q00610	P25054	0
Q14315	Q14980	0
P27708	Q9UKK3	0
Q69YN4	O43426	0
Q9BV73	Q96N67	1
P25054	O14578	0
Q6KC79	Q14008	1
P42858	Q12955	0
Q5VT25	Q8TDY2	0
P38398	P52948	0
O15230	P11047	1
O00443	Q14315	1
P02549	Q96L91	0
Q7Z460	O60333	1
Q9NRJ4	Q5VZ89	0
O75923	Q8N3K9	1
Q9UKA4	P35658	0
P27708	Q9H2D6	0
Q69YN4	P12270	1
Q96RL7	Q14789	0
Q96JN8	O15078	1
P78527	Q8NEY1	0
Q9H7D0	O75592	1
Q96JN8	Q02224	1
Q7Z4S6	Q9Y6R4	1
Q15058	Q9P2K8	1
Q15154	Q15058	1
P49454	Q9Y4I1	0
O94986	Q9UPQ9	1
O95714	A5YKK6	0
Q8TDY2	Q8TEQ6	1
Q13315	Q96RT7	0
O60333	Q8TEP8	1
Q69YN4	Q93074	1
Q6KC79	Q9UPQ9	0
Q5SW79	Q99996	1
Q96RK0	Q6P2Q9	1
P78559	P46821	1
Q69YN4	Q14980	1
Q8TEQ6	O95071	1
Q5VST9	P38398	1
Q15154	Q9UPS8	1
Q92538	Q8IVF2	1
Q14999	Q6P2Q9	1
Q14966	P21359	1
Q8IZT6	Q96RT7	1
Q6P2Q9	Q8NDV7	0
Q69YN4	Q15154	1
Q14204	Q14315	1
P11047	Q96RK0	0
P46940	Q9H3S7	0
Q15058	O15061	1
Q15058	Q9ULT8	0
Q5VZ89	Q9UKA4	0
Q13017	Q8IZD9	1
Q15058	Q9Y6J0	1
Q15058	O00443	1
Q69YN4	Q8NDV7	0
Q69YN4	Q8NCM8	1
O94986	P15924	1
Q13459	Q9Y6D6	1
Q13009	P11532	1
Q8TEQ6	Q13439	1
Q15154	Q5VT06	1
Q8TEP8	Q5VT06	1
Q2KJY2	Q5T200	1
Q69YN4	Q02224	1
P52948	Q13535	0
Q6ZNJ1	Q8NDV7	1
O14578	Q13439	1
Q16363	P55268	1
Q96T58	Q6UB99	0
O75140	Q5T011	1
Q99996	Q5H9F3	0
Q15058	Q14980	1
P38398	Q9UPQ9	1
O75691	Q6P2Q9	0
Q15058	Q5VU43	1
Q69YN4	O15417	1
P46940	Q13459	0
Q69YN4	Q14667	1
Q69YN4	Q149N8	1
Q69YN4	Q9Y6R4	1
Q69YN4	Q68DK2	1
P46940	Q14315	0
Q69YN4	Q7Z6E9	1
Q14008	Q15058	0
Q6P2Q9	P49792	1
Q8N4C6	O43166	1
Q8NI27	P49815	0
Q9BXT8	Q6P3W6	1
Q6ZRS2	O95359	0
Q9H3S7	Q92538	0
Q92538	Q96AY4	1
O14578	Q9Y4F3	0
Q7Z6E9	Q6P2Q9	1
Q15058	Q9ULG1	1
Q8IZQ1	O14578	0
Q02880	Q6P2Q9	0
Q15149	Q8WZ74	1
Q8N4C6	Q96AY4	1
P25054	Q9ULT8	1
Q7Z6Z7	Q14966	0
Q9UPX8	Q9Y4I1	1
P35573	Q5TH69	0
Q9H3S7	Q7Z3T8	1
Q02880	Q96AY4	0
Q8N4C6	Q9UPS8	1
O15085	P78559	1
P38398	P55196	0
O43426	Q15811	1
Q12873	P51532	1
Q01484	Q8TEK3	0
P42858	P21359	0
Q8TDY2	Q9UPS8	1
P49815	Q6P2Q9	0
Q15149	Q12955	1
Q9P2K1	O15078	1
Q99996	O75970	0
Q15811	Q14999	0
P38398	Q04637	1
Q9NU22	Q04637	0
O75179	Q86UW6	1
P42858	P58107	1
Q15058	P49454	1
P46100	P78527	1
Q15058	Q9H792	1
Q12873	Q04637	1
Q07864	Q8TDY2	0
Q69YN4	Q7Z4S6	1
Q69YN4	Q8WXH0	1
P55196	O94986	1
Q6P2Q9	Q9Y4I1	0
Q92614	Q9H2D6	1
Q8TEQ6	Q96JN8	0
Q9BZC7	O75592	1
Q9BYB0	Q9Y566	1
Q15811	Q6PGP7	1
Q96RK0	P51532	1
Q8NDV7	Q9Y4F3	1
P15924	Q9NSI6	0
Q8WYP5	P52948	1
O14578	Q00610	1
O75962	Q8IVL1	1
Q69YN4	Q04637	1
O14578	P55196	0
Q6ZS30	Q9NQT8	0
P42858	P24928	1
Q5VT06	P52948	1
Q15811	Q6P2Q9	0
Q92538	Q9HCD6	0
Q8WWI1	P55196	0
Q96RK0	P24928	1
Q69YN4	Q9P2K8	1
Q8NDV7	Q96JN8	0
O95248	Q69YN4	0
Q12955	Q8TDM6	1
Q9ULT8	Q8WWI1	0
P25054	Q16363	1
O95714	Q15149	1
Q69YN4	Q8WXI7	1
Q8N4C6	Q9ULT8	1
Q7Z4S6	Q7KZ85	0
Q9ULH0	P38398	0
Q07157	O43166	1
P38398	Q38SD2	1
Q15058	Q8TF72	1
O75179	A5YKK6	1
Q14999	Q9P1Y6	1
Q15058	Q8TDM6	0
P27708	Q02880	0
O14578	Q96PE2	0
Q15154	Q8TEP8	1
Q14999	P49454	1
Q69YN4	Q13535	1
Q14966	P27708	0
Q8TDY2	O95714	1
O95714	Q8IZT6	1
Q69YN4	Q96Q89	1
Q96QB1	O95714	0
O75970	A6NHR9	1
Q15058	Q5T011	0
Q9BV73	Q96JN8	1
Q14004	Q9Y4I1	1
P46940	Q00610	1
Q13315	P78527	1
Q69YN4	Q9UKK3	1
B2RTY4	Q13535	0
Q69YN4	Q76N89	1
O75923	A4UGR9	1
Q03001	P55196	0
Q5VT06	O15069	0
P42858	Q9UPN3	0
Q6KC79	Q14690	0
Q96RK0	Q9HCK1	1
Q13009	P16157	1
Q9P2D1	B2RTY4	0
Q8NI27	Q69YN4	1
Q14980	P52948	1
P55196	Q9P219	1
Q9H583	O14647	0
Q9Y4A5	O14981	1
P78527	Q7Z406	0
P38398	Q9BYB0	0
Q96RK0	Q9BYW2	1
Q9P2K1	Q15154	1
O15054	Q8TEQ6	1
Q9NRC6	Q9HCM3	0
O14578	Q7KZ85	1
Q69YN4	O15061	1
Q5VZ89	Q9HCD6	1
O75179	A2RRP1	0
Q15058	Q15751	1
Q13009	O94986	0
P46940	Q96QT4	0
Q69YN4	Q5VU43	0
Q6N021	Q9H7D0	0
Q69YN4	Q9P2D3	1
P38398	A6NHR9	1
Q9ULT8	O75592	1
Q8NDV7	O94913	1
Q12873	P46940	1
O95071	P46940	0
Q13315	Q7Z6Z7	1
Q96SN8	Q96RT7	1
Q15154	P25054	0
P42858	Q562E7	0
Q69YN4	Q8TDY2	0
Q15058	Q63HN8	1
Q96JP2	Q6N021	0
Q5VST9	P16157	1
Q69YN4	Q6UB98	1
P12270	Q02880	0
Q14999	P46940	1
A7KAX9	Q5S007	0
Q9NU22	Q9P265	0
Q7Z6Z7	P24928	0
Q14999	A7KAX9	1
P25054	P46940	1
Q5TZA2	P42858	0
P42858	Q6ZRS2	0
Q5S007	Q9NU22	1
Q5VZ89	Q7KZ85	0
Q9H4A3	Q9BYB0	0
P38398	Q7Z6Z7	1
P42356	Q96SN8	0
Q14676	P42858	0
Q69YN4	P53804	1
Q96QB1	P78527	0
P11532	Q9UPS6	0
P49792	Q7Z6Z7	0
Q69YN4	Q86VV8	1
Q6UB99	A5YKK6	0
O14578	Q8NI35	1
P49454	P24928	0
O14578	Q5SW79	1
Q92538	Q14008	1
Q6ZNJ1	Q6ZRS2	0
O15078	O95714	1
Q92538	Q9Y2I7	1
P55196	Q14789	1
Q14999	Q5VZ89	0
O75592	P25054	0
P42694	A5YKK6	1
Q92817	Q8WWI1	0
Q9ULT8	Q6UB99	1
Q14315	P58107	0
Q15058	Q9UKA4	1
O60437	Q92817	1
P25054	O95071	1
Q8IWT3	P38398	0
Q5T5Y3	Q14980	0
O14578	Q04637	1
Q15811	Q5S007	0
P04114	Q14966	0
Q15058	Q9UPQ9	1
P25054	Q14674	0
P78527	P46821	0
Q9HCJ0	Q04637	1
Q14999	Q96T58	1
Q14008	Q13233	0
P38398	Q8TEQ6	1
Q96JN8	Q96QT4	1
Q8TDY2	P42858	0
Q6KC79	Q6N021	1
P12270	Q9ULH0	0
Q15154	Q13315	0
P46940	O15020	1
O14578	Q14980	1
O94822	Q9Y6V0	0
Q69YN4	Q9UPQ9	1
Q8N4C6	Q5TH69	1
Q5S007	Q96JN8	1
Q15058	P78527	1
O14578	Q15058	1
Q8IWU2	Q9H4A3	0
Q7Z6E9	P42694	0
Q86U86	P16157	0
O75592	Q6Q759	0
Q8N4C6	Q9UPQ9	1
Q8NI35	P51532	0
Q69YN4	Q13459	1
Q69YN4	Q9Y4F3	1
O75592	Q14643	0
Q12873	Q5T200	1
Q13017	Q15058	0
Q9UPS8	Q9NZJ4	0
P35573	P04114	0
Q69YN4	Q3T8J9	1
Q96SN8	Q9P212	0
Q96RK0	Q8TDY2	1
Q9UPQ9	P15924	1
O95714	O75962	0
O95613	Q5VT06	1
Q14004	P02549	0
Q03001	Q14204	0
Q96JN8	P49454	1
Q9H7D0	Q14667	1
Q69YN4	Q9P2E3	1
P49792	Q9Y566	0
Q7KZ85	Q5H9R4	0
Q12873	Q14690	1
Q69YN4	P16157	1
Q5VU43	Q15149	1
Q14966	Q8NEY1	1
Q8NDV7	O15061	1
Q96PE2	Q5VZ89	0
Q14004	B2RTY4	0
Q15058	Q9P2D1	1
P38398	Q6KC79	1
Q6ZNJ1	Q9Y2I7	1
Q99698	Q93074	1
Q96RK0	Q14690	1
Q14643	O95071	0
O75923	P20929	1
Q96SN8	P12270	0
Q01484	Q09428	1
Q15746	Q9Y4I1	1
P38398	Q15149	1
Q8NF91	Q5TZA2	1
Q8N4C6	P25054	1
Q7Z6Z7	O00763	1
P38398	Q15058	0
Q8NFC6	Q9UPS6	1
O43166	Q63HN8	0
Q8NDV7	P42694	1
Q14999	Q69YN4	0
O14578	Q96JN8	0
Q00610	P21359	0
P42858	A5YKK6	0
Q96RK0	Q5T200	0
Q15154	Q00610	1
Q6KC79	Q93074	1
Q15058	Q8IZT6	1
Q8NFC6	O15047	1
O14513	Q96JN8	1
O94986	Q5T5U3	1
Q5S007	Q14980	1
Q15058	Q07157	1
Q5S007	O43426	1
P42858	Q14204	1
Q69YN4	Q96L91	1
P55196	Q8NI27	0
O15047	P24928	1
Q14690	Q7KZ85	1
Q9H2D6	Q13535	0
Q15149	P78559	1
Q92538	Q04637	1
Q8TEP8	Q13233	0
O14578	P78527	1
P42858	Q13315	0
Q5S007	Q8N3K9	0
P15924	P24928	0
Q6UB99	Q5VU43	1
Q9BV73	O95714	1
Q92538	Q9UPQ9	0
Q86UR5	Q9H2D6	0
Q6P2Q9	P15924	1
P78527	O43166	0
Q92887	Q69YN4	0
P58107	A7E2Y1	0
Q8N4C6	P42858	0
P78527	Q5T5P2	1
Q8NDV7	Q6XZF7	0
Q9HCD6	P21359	1
Q15058	A5YKK6	1
Q13009	Q9NQT8	1
Q15154	Q5SW79	1
Q93074	Q14980	1
Q9HCJ0	Q8N4C6	0
O95071	P78527	1
Q9UKA4	Q15154	0
O95714	P42858	0
O95071	Q13233	0
Q15058	Q5T5P2	0
Q6XZF7	Q7Z6Z7	0
P38398	P46940	1
P42694	Q9BV73	0
Q15154	Q8IWJ2	1
O14578	Q12873	1
Q96JN8	Q9HCD6	0
Q69YN4	Q9Y3S1	1
Q5H9F3	Q9P2K8	0
Q15058	Q9BV73	0
Q96Q15	Q15154	0
O15230	P55268	1
P42858	Q92614	0
P55196	Q5T5U3	1
P15924	Q96Q15	0
Q96L91	Q9Y4A5	1
Q14980	Q5SW79	0
Q15811	O60437	1
Q6N021	Q7Z406	1
Q15643	Q15058	0
P38398	Q9UKK3	1
Q69YN4	Q5T011	1
Q96SN8	O43379	1
Q9ULT8	P38398	0
Q07864	Q15811	0
Q15058	O94822	0
O95255	Q00610	1
Q9BYP7	Q9H4A3	1
Q69YN4	Q9C091	1
Q69YN4	Q9BYB0	1
Q12873	Q69YN4	1
Q5S007	O75179	1
Q69YN4	P58107	1
Q14676	Q96QE3	1
Q13315	P38398	1
Q5VZ89	Q14966	1
Q9NZJ4	Q14676	0
P15924	Q9HCM3	0
Q69YN4	Q8TCU6	1
Q5H9F3	Q14315	0
Q14008	P48681	0
Q69YN4	Q96BY6	1
Q9H7D0	Q5VU43	0
Q9NU22	Q96JN8	0
Q9P2D3	O14578	0
O75179	P25054	1
Q69YN4	O75970	1
Q14676	Q01484	1
Q14676	O95714	1
P42858	P42345	1
Q6W2J9	Q709C8	0
O14578	P51532	1
Q12873	Q02880	1
Q69YN4	P49792	1
Q8TDY2	O15078	0
Q69YN4	Q2KJY2	1
Q00610	P12270	1
O14578	P38398	1
Q96SN8	Q9BZC7	1
O14578	P11532	0
O15085	P52948	1
Q7KZ85	P49815	1
Q7Z333	P38398	1
Q9UPQ9	Q15643	1
Q5S007	Q15149	1
Q00610	Q9UPS8	0
Q69YN4	O14513	1
Q69YN4	Q9P2D1	1
Q7Z6Z7	Q8TDY2	1
Q69YN4	Q5JSL3	1
Q8N4C6	O94986	1
Q7KZ85	O75962	0
O95714	Q15154	1
O00443	O43426	1
Q5S007	Q9UPN3	0
Q15058	Q96AY4	0
P48681	Q9P2D1	1
Q69YN4	Q16787	1
P12270	P25054	1
Q15058	Q96RK0	0
Q92614	O60333	0
Q96JN8	O75592	1
Q69YN4	Q6KC79	1
Q8NEV8	P25054	1
Q6ZNJ1	Q04637	1
O94822	Q7Z406	1
O95714	Q12774	1
O75179	Q9HCJ0	1
Q7Z333	Q12873	1
Q8WXH0	Q13233	0
Q9NQT8	Q8NEY1	1
Q2KJY2	O60293	0
Q69YN4	P55196	0
Q15058	Q6P2Q9	1
O75962	Q8IVL0	1
Q15058	Q14204	1
Q9BV73	Q14690	0
Q9UPA5	Q86UR5	1
Q8WWI1	Q15149	0
Q8NF91	P25054	1
Q96QB1	Q8IUG5	0
Q9H7D0	O00763	1
Q96QB1	Q9HBL0	1
P78527	Q00610	0
Q92614	Q15149	1
Q9BV73	P42858	0
Q69YN4	Q8IWU2	1
Q00610	O60333	0
Q15058	Q8IVL0	1
Q8IXJ9	P27708	1
Q69YN4	Q9BYW2	1
Q69YN4	Q14997	1
Q69YN4	O75691	1
Q9BYB0	Q96RK0	0
Q15751	Q7Z333	0
O60437	Q96JN8	1
Q12955	Q5T5U3	1
A5YKK6	Q9UM73	0
Q9BV73	Q8NI27	0
Q702N8	P20929	1
P42858	A7KAX9	0
Q69YN4	Q92614	1
Q8IWT3	Q14204	1
P42858	O14578	0
Q69YN4	Q8NI35	1
O14578	Q9Y4A5	1
O14578	Q8N4C6	1
Q15149	Q15751	0
Q96SN8	Q99996	1
P27708	Q8NI27	0
Q9Y6J0	P24928	1
Q8IWT3	Q8IUG5	1
Q14315	P11532	0
Q69YN4	Q8TEQ6	1
P35658	P78527	0
Q69YN4	Q9HCK1	1
Q69YN4	P42356	1
Q5S007	P42345	1
O14578	P49792	1
O14578	Q6KC79	1
Q6UB99	O15085	0
P38398	Q9HCJ0	1
Q69YN4	Q6ZRS2	1
Q12873	P78527	1
Q01484	Q69YN4	0
O14578	Q02880	1
P38398	Q15154	0
O94986	Q9BV73	1
O60333	P58107	0
Q7Z7G8	A2RRP1	0
O14578	Q13395	1
P52948	Q9H0J4	1
Q14999	Q8IWT3	1
Q9HCJ0	O15061	1
Q14008	Q07157	0
Q92614	Q5VT25	1
Q07157	P55196	1
P55196	Q15058	1
Q69YN4	P42694	1
Q69YN4	Q86U86	1
Q5S007	Q5VU43	0
Q9NU22	Q3T8J9	0
Q5S007	O95714	1
Q9H3S7	Q6P2Q9	0
Q5SW79	Q5VU43	1
P38398	Q15751	1
Q5S007	O94822	0
Q9ULT8	Q86UK0	0
P42356	Q92817	1
Q15058	P49792	1
P51532	Q14676	1
Q8N4C6	Q15154	1
Q92817	Q13009	0
P42858	P12270	1
Q15058	P51532	1
P42694	P42858	0
Q8WYP5	P78559	0
Q69YN4	P78559	1
P42345	Q14643	0
Q69YN4	O60437	1
Q14676	B2RTY4	0
Q69YN4	O95071	1
Q14643	P38398	1
Q69YN4	P49454	1
P53804	Q5VU43	0
O15047	P78527	1
Q14676	Q15652	1
Q15811	Q15058	0
Q9ULT8	Q14999	1
Q07157	Q6XZF7	1
Q14204	Q15811	0
O14578	A2RRP1	1
Q5S007	Q14669	0
Q15058	Q8IVF4	1
P16157	Q9Y2I7	1
Q5S007	Q7Z6E9	1
O14578	Q15751	1
P55196	Q9H792	1
Q8IWT3	Q5S007	0
Q69YN4	Q8TEP8	1
O94986	Q5TH69	1
P78527	O95714	0
P49792	Q00610	1
Q14676	O95071	1
Q15154	Q9P2K8	0
P52948	P78527	0
Q9P2E3	Q14966	0
Q15058	Q5SW79	1
Q8IVF5	P78527	1
O94986	Q15058	1
P48681	Q6ZR08	1
Q9Y3S1	Q9H4A3	1
O14578	P58107	1
Q14008	Q14999	0
O95248	Q15149	0
Q69YN4	Q99996	1
P42356	O00443	1
Q6P2Q9	Q13009	0
Q15058	A7KAX9	0
Q7Z460	Q8IWJ2	1
Q12955	Q6ZNJ1	0
P49792	P35658	1
Q96RK0	Q9P2D1	1
Q69YN4	P21359	1
P38398	P27708	1
Q69YN4	Q8WZ64	1
Q69YN4	P52948	1
Q69YN4	Q5SW79	1
Q92538	Q5VYK3	1
Q8IXJ9	Q92614	0
O14578	Q96L91	1
Q15058	Q8NDV7	1
A2RRP1	Q9BYP7	0
Q5T5U3	Q14008	0
Q07864	Q7Z6Z7	0
O14578	P48681	1
Q15058	Q8IVF2	1
Q14676	Q13315	1
O14578	Q15149	1
Q149N8	P42858	0
Q69YN4	Q9NU22	1
O94986	Q07157	1
O95071	Q8WXH0	0
Q8TDY2	Q9UPQ9	1
Q14999	Q9NU22	1
Q69YN4	Q12802	1
Q96N67	Q7LBC6	0
Q9BV73	Q5VT06	1
Q69YN4	Q6ZT12	1
O15085	Q8TER5	1
Q6N021	P51532	1
P55196	Q8N139	0
P38398	Q8IVF2	0
Q9ULT8	P49815	0
O75179	P42694	1
P11532	Q01484	1
Q69YN4	Q9Y6D6	1
Q15058	Q00610	1
Q69YN4	Q7Z333	1
Q69YN4	Q8TEU7	1
Q92538	Q8TDM6	1
Q13535	P38398	1
Q9H7D0	Q96AY4	1
P55196	O43166	1
Q69YN4	Q9UPS8	1
Q9BV73	Q14999	1
Q8NDV7	Q9C0C2	1
Q15058	Q92614	1
Q9Y6D6	Q14004	0
O14578	Q6Q759	1
Q69YN4	O75140	1
Q69YN4	Q562E7	1
Q6P2Q9	P58107	1
Q5S007	Q14204	1
O14578	Q14669	1
Q12873	P42858	1
Q15058	Q9HCJ0	1
P35573	O60333	0
Q12873	O75923	0
P42858	O60333	0
P38398	Q13233	1
Q92538	Q9NU22	0
Q04637	P52948	0
P46940	Q02224	0
Q6W2J9	Q8TDM6	0
P12270	O43379	0
Q96SN8	Q15154	1
Q8NF50	O60293	1
P38398	Q9UPS8	1
Q69YN4	O75179	1
Q69YN4	Q6YHU6	1
B2RTY4	Q15149	1
Q9BV73	Q86UW6	1
Q15058	O75970	1
Q15058	P52948	1
O14578	Q14204	1
Q702N8	Q14315	1
O14513	P25054	1
Q5VYK3	O94986	1
Q15811	Q13402	0
Q96AY4	Q5VU43	0
Q5S007	Q9BV73	0
Q7KZ85	Q92538	0
Q8IVF5	Q9C093	0
Q69YN4	Q7Z7G8	1
Q8NDV7	Q9P2K8	1
P49792	O95714	0
Q6KC79	Q71F56	1
Q69YN4	Q8NF91	1
Q9Y6J0	P42858	0
Q69YN4	Q02880	1
P52948	Q92614	0
O75179	A2VDJ0	0
Q69YN4	Q5THJ4	1
Q69YN4	P78527	1
Q9C0C2	Q7Z6Z7	0
Q9Y4F3	Q38SD2	0
O15078	A6NHR9	0
Q69YN4	O15054	1
Q8IVL0	P25054	1
O14578	Q7Z406	1
Q5THJ4	Q71F56	0
Q8IZT6	P42345	1
Q14999	P24928	1
